id,invoice_id,payment_date,amount_paid,payment_method
c562faa1-0d47-4087-97e6-2b2e519e4e7d,cb638a33-2818-4c2b-9d5f-38b8facd164b,2026-04-10,9626.25,check
14c7d1d6-f238-43eb-8124-b8ad0d816385,e3d306e3-24b7-41a1-95e7-8d574f3aa930,2024-08-08,15000,wire
98fe02c7-f339-42f5-8610-b85e62b8cf15,161b1260-dedc-474f-833c-0f48e4b2e41e,2025-02-27,200000,ach
d7e1e58a-2b97-4100-b2df-00ae1ae40258,cbf89d85-afc5-46ad-89b3-86871cdec0bd,2024-10-17,50000,ach
82893530-836a-44c5-91d9-ffec83f41a2c,ef77a144-12c4-4c4f-9952-c1ac46c1fded,2023-10-16,50000,check
3854896b-e22d-4360-a057-75ddf4ca95dc,86b91792-fd03-4e75-896f-a134fed9aad3,2025-06-14,15000,check
40aee3f3-c615-4954-b785-7ec1dd062e5d,818e265a-20b5-4b18-956d-58f321ecc989,2026-02-03,15000,wire
2814ae0c-5949-4a85-affc-2ebfac570a43,6f21de6f-849d-4ac7-9f98-bba013f545c4,2023-12-17,15000,bank_transfer
c12196e3-e6b4-48e3-a8d4-03cbd9021ecd,e4de43df-d962-4306-b643-fe4054aa7660,2025-02-27,50000,bank_transfer
0707752f-26b2-4c85-9530-586a5f4acab5,de81da30-7266-41e2-8ef6-91c4abd4fa28,2025-05-12,15000,ach
f568dbdc-99c3-4572-b28d-4fc14936ea75,2fb92330-6368-4d0e-b21f-2dba7ba069f9,2023-12-03,50000,bank_transfer
6f0f6fd3-78f0-4e24-a993-4214bf4a0258,cc6207a4-1e51-4d96-bed4-1d5d14dfd1f2,2023-09-05,15000,wire
a9299db2-d191-4eb9-95b3-717243404d28,6f9a298e-7881-47f0-b23d-0d47031bbdec,2024-02-03,15738.36,bank_transfer
dbe70b87-c5ef-4a3b-a441-9c380d4a7c5c,6f9a298e-7881-47f0-b23d-0d47031bbdec,2024-02-06,34261.64,credit_card
86b844ab-229f-413d-8d61-40f790162ea7,e4755490-fa58-46d9-8e39-41c0c5f184ec,2025-04-18,500000,check
58714f08-feb0-4e7b-ade5-0153deef7e87,e529a77c-c960-4bf4-b87b-53e22e38a045,2024-09-02,91914.27,bank_transfer
4f29ca03-90f2-4bb8-aad8-66f5922771eb,e529a77c-c960-4bf4-b87b-53e22e38a045,2024-09-14,108085.73,bank_transfer
cda025eb-171a-4895-a7f0-f1050defe784,7d0441e6-bbcc-46f6-b0de-15521ae44b5f,2025-02-10,50000,bank_transfer
4f490602-647a-46d3-9161-aac7a1146d82,1d106547-7d3f-405e-b0ac-3f9207c7c7b4,2023-08-13,50000,bank_transfer
8e1b2aa1-75c9-4ddf-a707-4b4f87a5a928,4823bdc0-1e4b-4064-8949-d25ca8017127,2025-07-23,50000,credit_card
9e9d0c61-4cc1-42db-9102-bdc68fe432bf,84cd296f-7f96-4da1-b4d1-10e2ea2ca8f3,2023-11-21,15000,check
e8118f5d-988c-4d02-b16e-91dbce36b714,0198679d-7984-4f9e-9c8b-8e83f6564c8a,2023-07-25,500000,bank_transfer
659f25c3-3c19-43e2-ba03-989adbfa5a5d,5efbe408-c415-43fc-8713-e2dc450a3806,2024-07-04,10251.66,credit_card
706a971d-d2f2-4e75-b2b1-e8f1f333ff49,5efbe408-c415-43fc-8713-e2dc450a3806,2024-07-09,4748.34,credit_card
0b3fcb65-13c4-47ac-9699-7b52f364fed1,dbf6f5d9-4f4a-44d8-9df2-4f276f9cd2ed,2023-12-12,15000,ach
e4e671e5-8c6b-49f5-928e-4b0892e813dd,b5146d7a-0fd1-4a2b-ade3-a87a55b41761,2024-05-31,500000,wire
70fd3b15-8deb-4f8a-80c0-b30ae992c9e7,6dd1a642-e085-405e-b493-e43dca8990fe,2025-03-19,200000,wire
93fed119-347a-4fe8-9944-1e056d8f5bec,35ca8596-30be-4184-b34a-590c666d6add,2024-07-07,200000,bank_transfer
9b0b8889-6b0e-42fc-8b54-34fcc45f8a25,8e809683-4b40-4cf4-9751-0993e1bf46c3,2023-05-30,500000,bank_transfer
e531bcaf-28a0-41ce-a656-f6abdc00f917,db59445c-8692-4f09-9dc8-a6c9feab7e7d,2025-05-23,500000,wire
e0e40719-1938-4a57-8594-5cf8e524af32,2c02a8df-37b1-466a-971d-20bec41969fc,2024-08-17,15000,bank_transfer
e2708b5a-9a42-44c3-963b-37b994eb78e0,cb8af18b-f52f-4750-a4a6-79ad490d03b7,2024-09-25,50000,ach
c8f76ae6-74b4-4464-a07a-206e04c0c5d0,91830ae0-00e6-40b1-b3b0-278c5027a439,2025-07-23,200000,credit_card
9939eadb-8965-421c-8bfd-6f5713137a4b,0ec78654-157b-4bec-883a-7de87f164db2,2025-09-03,15000,bank_transfer
3a1dad99-a5bf-4a5c-9205-a227f80998c4,5d72308e-9c1c-4396-991f-963ead558e70,2025-03-25,200000,wire
db0196e8-cf69-4ba9-a1f0-e27d1bd3a27c,73543f14-8d3d-4b82-b1cc-8784d8cde8bf,2025-11-06,15000,ach
dbb605bd-747e-430c-8452-b5431a907d88,1df50b4f-9006-443e-94c7-6c9dc85c6b0b,2024-04-22,15000,bank_transfer
e0bbcd89-a28c-493f-8fd6-58ae5fa4033d,ec55cc84-fef6-4920-9094-2cb2579be4dd,2024-04-24,50000,check
c52df617-b456-4f51-95d8-e42742aa9501,e8542d35-18c0-4bf0-a80c-d3948f03616b,2025-10-06,15000,ach
0f3ccc47-b192-40b4-a58c-b1f935e0412a,c48bcdbd-0ae6-4257-a435-6b2cc4b86e9a,2024-11-17,15000,credit_card
6c5252f7-08c3-4287-ba28-a139138acd8a,234452ea-bef2-424f-a0d9-293a33df5356,2024-10-20,9451.24,credit_card
b2fb8c4b-5e94-4cde-92ff-cf9aad439ad0,234452ea-bef2-424f-a0d9-293a33df5356,2024-11-01,5548.76,check
f9d44ed4-1e9a-4888-918d-4dfcfa657e38,cb5b6c1d-ee02-4b93-bbdd-7e3291d78f7c,2023-09-13,15000,credit_card
02b51f45-804f-4205-8cb6-db7deb6415be,3e830b22-fd61-43b6-957c-1b539701218f,2023-11-17,200000,credit_card
8eb6c46f-50c8-4200-bf05-b7dcfa6baf20,ac6eb9f9-32b9-4e72-96e3-edb901eb173b,2023-06-20,200000,ach
8702eb24-6eaf-4a5e-9bcd-c5f3f367b1ab,ab41da8f-c3db-4f78-9539-4e571eb9f48b,2024-06-08,200000,ach
c43b822e-1e3b-405f-b32b-1778dbe419c4,e8ee7eb9-fee3-4b91-bbbd-7ee650a336d9,2023-08-16,200000,ach
3612a099-7b6d-4162-b19b-d94307aaa5fa,e20bc540-998a-405b-ba49-6ea71bfaf43a,2024-05-24,15000,bank_transfer
9d9787a0-9c53-40f1-9c31-ebbd402c7d2e,8df9ad96-dab9-4c79-8eb2-bddfb3f29d8e,2024-10-12,500000,check
05307adc-ae55-4164-b04c-5e923eceb2d2,c126bbb8-1735-4055-ab28-3cec304fa9ff,2024-03-06,500000,check
d8ed4799-be0f-40dc-bfe6-097bb3659292,49d3e58b-e205-4f4e-9407-c1e78e554b0a,2025-09-18,200000,bank_transfer
6860c887-b6b0-41f7-98d5-6bf01629cfdc,927ed166-4228-432a-bc62-2f4d439a9d19,2023-09-17,200000,ach
c3156f3a-f2c3-44ab-baa7-131b2d87a906,8ea77d82-9909-4203-9013-097554af891d,2025-08-09,15000,ach
03343826-d887-4a56-b42d-4a5b738ba140,b27ba4df-4879-453f-9b5c-85c51c0af853,2023-07-21,15000,ach
0d5da3a8-9e73-4010-81f3-f6d3e6fa5b0a,a583110b-4491-4c37-8159-2251ca4a9d16,2025-10-17,500000,bank_transfer
e484db45-8a6b-4002-8444-65aa067ff2e2,00579522-778f-4bfa-9fd1-3a90d06ec14d,2025-06-28,15000,check
d3743a61-c235-4782-85da-8cdcb88dc7a9,af82ccaa-0100-4029-84a3-9e4f2d6fb3ed,2025-09-30,200000,ach
14acf204-8e60-401d-a219-32512d2f00fe,bdbf2c21-f01a-4abd-b5d8-e98716b0b08f,2024-08-18,200000,credit_card
ae69b54e-95dc-4822-adb7-63bce7fe58c3,32828b6e-7744-4946-b86a-ea31a09ee121,2025-05-23,500000,check
5330f91d-d998-4e27-a441-efd86e9b9962,4cf72738-67a8-454b-82de-0d7f2018a54a,2024-05-11,50000,credit_card
69320487-dc69-4d5a-bcd3-816626445318,7ce5ee5b-416e-4566-98e7-be8c54279d87,2025-01-26,15000,credit_card
29096bc9-7db5-4b90-beeb-5edb18af462b,89fabfb7-57d3-43c7-bf14-eb7ab77ca3c4,2023-12-10,200000,credit_card
240c91d9-d353-4ffd-9b4b-6342e824b400,a04fe6d7-095d-459e-b07d-f25ee7c06ad6,2023-12-12,500000,credit_card
98dd2880-d183-4f6e-8f61-dbbacaed3685,495448a5-515c-4fa5-b4d8-6b35c3d0b7dc,2025-11-05,7974.16,ach
2ac9f836-3225-41ae-94b4-e63fb0a71c0c,495448a5-515c-4fa5-b4d8-6b35c3d0b7dc,2025-11-11,7025.84,credit_card
482140a3-410f-47ac-98a1-bd809500e053,240fe670-acd8-45a2-b847-b6e71cfeb4de,2026-02-12,15000,bank_transfer
9c6fb723-1fda-4bf9-9e73-a989bc8e3946,2273f1b0-8371-46c1-9244-6a139de57e7e,2024-03-07,29547.87,bank_transfer
de9cd93a-40d0-4be8-a5ad-52069c015f4f,2273f1b0-8371-46c1-9244-6a139de57e7e,2024-03-10,20452.13,check
23a9ac84-fd2e-4c90-9fe0-8093ced7157b,007f5ddd-d303-4d7d-9b33-46990a69e5c6,2024-01-09,500000,check
d6f5ca85-9400-4ff5-b01d-ecaf10ef63c6,3999afc5-25d9-4864-b419-033673311a8d,2025-10-06,50000,wire
2947176d-b528-4541-91cc-8385968fe590,be3107a8-1081-44b1-ab40-5ef8734d6626,2025-11-09,15000,ach
b5a8b3ac-88bf-4ebd-a406-9bd73df212b1,c52a1159-34fe-4be1-b4ed-4b5d765366e7,2025-08-08,314899.69,bank_transfer
057b60d3-2ebf-47a7-8a72-fe5775698483,c52a1159-34fe-4be1-b4ed-4b5d765366e7,2025-08-11,185100.31,bank_transfer
f8876a6a-b850-48c7-bc92-311f6102d02f,25767ccf-95b7-4df8-9571-c886aa22ae0f,2025-03-07,200000,ach
05ee47b8-ba55-4ded-8fe4-05e055c093de,fccae0c2-7a30-495f-8334-c295da4e0cfc,2023-12-31,15000,check
dbf06c37-9c31-4baa-94ad-c0806ab42710,f859ec78-57a3-499d-8f51-5b58f831c1f4,2024-01-22,200000,ach
50c94e0c-426d-4a56-aa13-62b98db9dbd9,a2b114d5-13c0-4563-879a-6e4b5a7558ac,2025-02-09,15000,ach
7e7fdddb-cffc-453e-b929-1513873bc419,62461b33-410d-4505-80d2-a7d67a5b5880,2024-03-27,200000,credit_card
a03300fd-0ad9-434e-89ff-5f3e0594600a,be090e24-0a8c-4796-8441-cc4e9b880464,2023-05-06,15000,credit_card
c2cccae8-351e-469b-a975-ca5406fa86b5,99e786a0-fb0b-46fa-aeab-1a9c49bf26ba,2026-01-12,500000,wire
395bd655-66dc-4a08-9fad-5ee0850b951c,d823d274-188a-49ac-b6ed-3b2da1ca4422,2023-11-09,50000,check
d5fe912a-e604-4150-9146-58e08838d9d7,4321d576-d6f5-4801-96b9-4589e7ba8183,2025-11-08,50000,check
0dc52796-101d-4b9f-bb9f-3fc850307a97,658d2082-37b5-4fe0-aba8-408f289890ee,2025-08-15,15000,credit_card
d673b8ea-7ae4-44c4-b344-99f2606ea460,80463832-53f7-4405-bacc-9d2238ebcce8,2024-06-20,500000,wire
7babc54e-548f-4e00-8342-2bcdf2d0feea,2bd0a819-8477-4fa7-9df4-13e75243b26d,2025-12-31,200000,wire
d9214b47-190d-4925-a8ba-c005606e149e,76420cb4-f561-4f20-b7bf-25f0d555801e,2026-02-01,500000,ach
ebf9bf5a-76f7-4076-a7fc-98749315a7d2,df209eee-967f-4d1a-83cf-e320f20a79ef,2023-05-29,15000,ach
cec2f260-1fbf-4a7d-ac18-6b7d33942ad1,866bf5c7-3f4d-413b-91c0-282f22fe2824,2025-03-22,50000,check
7a342376-ff57-4f1e-b6a1-a71ddb0fe521,72ce21cc-6dcd-4546-92fd-4d6748164fc0,2024-09-06,500000,bank_transfer
439a6f9b-79c9-46b4-9426-271b6c5f3260,ee48edba-1693-4891-8ba4-fadf7610f8d6,2025-12-18,50000,bank_transfer
182e67b4-e213-44ca-a76c-be9762b436c5,3c1b514a-674b-4021-bfa8-e9f0b27c2550,2024-04-02,6537.43,check
da053743-c9da-4d69-98cc-6d464e511da1,3c1b514a-674b-4021-bfa8-e9f0b27c2550,2024-04-06,8462.57,check
dbf54a64-ae2c-4c7a-beb0-e5f3e3159324,cf49da41-d2ae-48ff-8f17-226b6121a6b7,2025-07-11,50000,wire
64b222de-6390-45f8-acb8-c396fd111532,66fe7cda-8c8e-4aed-af37-0fc2b8da97f6,2025-05-30,500000,bank_transfer
312059d6-80fd-47f7-84c0-3012d439705a,909675af-0e67-42c3-b178-6c0d9dd7a1bd,2025-01-05,200000,ach
f6f02b68-1ec6-4e0b-a37b-3c8b820eee9c,be8808a8-1a5c-4980-a7d7-5df9e83d7b5f,2025-12-24,50000,check
ddc704ff-3193-4bd8-940b-8c82a8cb678d,da65a0b3-06d4-497b-a8fa-dd4689dd5f7b,2023-07-26,15000,ach
71455d61-84ad-42dc-adc3-82ae868c0172,78d6bd27-88b9-4cbe-859f-e924330988b1,2023-12-21,50000,bank_transfer
ca57c76d-9c21-4fc2-a547-e8ce9c5186fb,9f7ef96a-4ea2-4398-9faf-8ed58bb46846,2023-11-06,15000,ach
fef1984d-2e07-4ce0-bb2c-fb0a69aa0c23,6e6d3caa-b0c9-40d7-a0d4-a8d916985f10,2024-01-10,15000,bank_transfer
d5e00365-7dc6-4234-9af9-bf3a1c6f8e17,cf9d7c6b-cd81-42cd-9ace-aeb5883e3100,2025-05-02,15000,bank_transfer
8e2452db-a8a8-46cf-b1bf-c4c839fde3c5,406ace96-1454-456e-a614-001a67a2db1d,2023-08-29,200000,bank_transfer
ae46914b-1490-4fd0-9b09-96aba5de07fd,dda7876d-5e23-4b0f-884a-0d9293e224bb,2023-07-12,50000,ach
2ddea7f8-4181-42ae-9ae9-75dbc97b5cec,8f0ee61e-a151-400f-a75f-8ce57b2f3453,2025-07-25,50000,bank_transfer
dedeec58-0c63-4a25-b7aa-e99218647ea9,a8a480c7-3c89-48cd-ab6c-17c43a80b29b,2023-07-22,50000,ach
eb7370c7-713e-4210-9aed-8c41156a92be,d53a355f-751c-4b79-811f-8d3c95c8181c,2024-10-24,15000,ach
1f58b3db-38a0-4417-bb71-d90191c071bc,459703fd-861a-429d-b089-a41a9c05bfab,2024-07-10,15000,ach
22e9b709-d8bd-4860-8c52-2da957698513,df128ce7-b4b6-4b99-a19a-890bfd4f6eaf,2024-09-19,15000,bank_transfer
c41c9d1e-7482-46ee-9725-fc250085b4df,9f0e60cb-6aab-442f-9bbd-a34e8efb018a,2025-10-12,15000,check
ff53d464-37a8-404e-b80e-42220607b3f9,e7369cbd-d56a-4180-9c1c-1d1e237d214a,2024-06-21,15000,bank_transfer
b0092242-0ee5-44d6-98bf-66c2d4217902,de03ae54-3bac-4fc1-bc3c-71d826d14441,2024-05-24,50000,check
e333ecd5-8540-4f41-ac69-4f46edf4ecc8,03eaf71f-3634-4901-9dff-03601a3dcdd3,2025-04-08,15000,check
b17e993d-b615-422f-aa0f-b8937b919c5c,17ec8c6f-ace4-4576-876a-599bc4988783,2023-08-19,15000,credit_card
90ca99d8-f9a5-463b-b6cb-ca48a41811e8,1b54152c-99fa-46e4-b1cd-cc475c2da38e,2025-07-14,200000,bank_transfer
b0e7c21a-9c3f-47d2-8de7-d31cc78e7651,fcbb6ab3-adaa-4d1d-a220-29e1688f749e,2025-09-06,5931.74,bank_transfer
cb6c6854-efde-4d9a-a560-a7cb11679eb9,fcbb6ab3-adaa-4d1d-a220-29e1688f749e,2025-09-11,9068.26,check
865baf4c-2f8b-401a-a396-55c80ed98c52,59a0e23a-1bcf-4db7-9cb4-92057c07fbbd,2025-03-30,50000,check
38abd977-6ee3-4a51-b65c-c433fe3f6663,491e37ee-40f0-4fb1-8ad0-8ea5caff7260,2024-11-22,32773.33,bank_transfer
c51501ba-c831-4105-8a9a-2786572a900c,491e37ee-40f0-4fb1-8ad0-8ea5caff7260,2024-11-27,17226.67,ach
2fb80989-e514-4aff-865b-37f65dd83786,d588d5b3-9a76-4551-a3bb-c45735f887e6,2024-09-14,200000,ach
2b36fe1c-5fd4-4209-afb9-aa451b26980e,4ddb3b44-a699-4856-b43a-5b66cb21a9c5,2024-04-26,50000,bank_transfer
998d33ef-cee2-4dbf-b305-ca54a09a3a68,c3557a61-890f-4526-a610-bfb0f251ea94,2025-05-25,500000,check
57ec33a1-d34f-4919-b86d-4235e34c9336,818c9184-437f-4c07-bec1-a9df78397360,2026-02-25,5739.68,check
433425e2-cd5e-4544-af78-aeb6c460eb62,818c9184-437f-4c07-bec1-a9df78397360,2026-03-10,9260.32,credit_card
98124120-d9c9-4b22-8f49-1bca1309b839,12c615e9-b143-4aa5-9a83-e85af9463e07,2025-03-06,50000,bank_transfer
349d2b7b-c4eb-4d2b-b322-6e67c2be1481,5745ac99-94be-477b-9e5c-935271abab6f,2025-05-10,500000,ach
37438ef4-4f28-4cf4-91bb-434103a96d98,e004c305-e42b-41be-8cf3-4964c5781645,2024-07-23,15000,bank_transfer
2e906b49-d9d9-4001-bf96-11286297dc5c,e233fb2e-e0a1-4ac2-9888-a3b8ab51a153,2026-03-04,50000,check
2fdb7152-2712-4b8a-966a-e5fae7e54e43,aa742d89-d118-45b9-9d27-c31be1f84466,2026-01-30,15000,credit_card
c1132f38-ac02-453d-990c-cc4cb3cd5305,a7d828c3-d892-4359-9cbd-7b9f61701224,2025-07-08,200000,check
d5016380-dcc0-45b7-b208-9cb27f9d53cd,834af99e-fc01-4e31-84c0-107927c83a41,2024-04-21,500000,bank_transfer
f957495a-983f-40a6-b5e8-92b08655e05d,d2c5cd92-7167-4ab6-a330-09589630d226,2025-09-13,200000,ach
273f09df-b677-457a-8aba-f05f0bbddf2e,f7c4262c-954b-483d-9f1a-18dbd16f4969,2025-06-17,92417.15,ach
9c92c354-05ca-49f7-9fcc-a0719c867d35,f7c4262c-954b-483d-9f1a-18dbd16f4969,2025-06-30,107582.85,credit_card
56a48782-f165-4b92-ad71-79a11c0cf589,74aca721-4cc4-4790-98fb-4700bc89a189,2024-04-03,15000,wire
2949c347-28c9-40d7-8976-52866f0f0c2e,38a308a1-8712-4343-90a2-77cbb89d35d6,2025-03-17,15000,ach
10e2278f-6a31-4954-818f-1a9e9d365d08,7a5a1520-a26b-439b-b3a1-d3cc0b85a471,2026-02-11,5710.28,bank_transfer
bf864412-6ba6-4e49-8a93-d43cf6f4c7f2,7a5a1520-a26b-439b-b3a1-d3cc0b85a471,2026-02-20,9289.72,check
89bd204f-3055-480b-9dbc-f1ab24012413,d6dedd81-227e-4d7c-87b5-7c340f01c4de,2025-05-20,50000,credit_card
e43d602a-45a9-4a08-b8a7-63588244acb3,97eac37f-9950-4c4d-b445-6f821be8fc72,2025-05-09,15000,bank_transfer
61446c8f-45c3-48e5-b755-39a61ef1674f,942f4dc1-d4fd-44e4-a33b-a3b7f949c040,2024-12-24,50000,wire
566c8ad3-67d9-4bfd-8e77-b2cd9ecef5c0,b9e35c67-5cd6-4713-99a3-69e4826031fd,2025-10-07,50000,bank_transfer
a45cfa19-82c0-41bd-9c40-3d40910ed391,9de78d17-48c7-4372-b557-45a30eb146d5,2025-02-05,15000,credit_card
d79ccad7-78b7-4f5c-8cef-0d247e178445,2f442a17-2c3d-4238-a985-0d08cb98aeb6,2025-07-24,50000,bank_transfer
66a296c3-99fd-47f7-9234-49628dfa3cb9,d68aaf48-67d4-4c5c-ad40-2ac88db0ef19,2025-04-21,200000,ach
319df531-4462-41b6-bdd0-30eb405802d3,3975cd6d-7218-4034-8b1c-5d32eca26eb3,2024-01-30,200000,bank_transfer
5b72a815-8f90-4afa-9472-c8eefd76972c,95c0c29a-48fa-4e00-b139-1542d10ca304,2024-07-24,50000,credit_card
0088cd64-6387-41ff-ae66-944ab4cfdd99,c8c96bc2-c653-43f2-809c-ec23954a5bb3,2025-10-09,50000,ach
0f9b0267-9a34-4240-a4c9-e0f4625cc794,e2f3d627-bdf4-4887-9794-fcdb430cc2e8,2025-12-21,200000,wire
86bf082b-7901-42ed-8e62-f17613fc6a5b,e4ae68a8-f507-4e03-8bab-5ef446c1036f,2023-10-19,500000,bank_transfer
0b640adc-ebc0-4456-a915-595c257795ef,8cfeb4a3-e0e8-4908-9437-bda5d8255c59,2026-04-18,15000,ach
6e9f59cf-7774-4aea-9e8c-a4cfd93ca46c,b161a67a-1243-422b-9c3e-5b480e7a7525,2024-09-27,50000,credit_card
38550adb-3a30-437e-a046-e8045cc30e08,89334120-2dbc-44f2-ad77-d94ec968a262,2026-02-08,50000,bank_transfer
8bb9cb66-084d-4919-aff7-2c68e573836e,b206eeb6-4365-4377-b9a2-e933d7baf224,2025-02-07,50000,bank_transfer
a07b4112-5a23-497f-aba9-31eeff97b870,50f80207-4fb2-49c7-9a40-9dfaf53994e8,2024-09-09,15000,ach
a8a4777c-96d0-458c-acf0-db537cba8f49,c3c749a9-2443-48c1-9dc7-e04eb80ba079,2024-12-08,200000,credit_card
b49e0ac0-b1d5-43da-abf1-da80a0a29945,d91e4a4a-f74c-4249-81b8-d3c96147c070,2024-01-25,15000,ach
26b8056d-90d1-4687-a98d-009e05cbd2cd,357ebfad-d0e5-46b0-bdda-409aae86646d,2025-11-23,15000,check
dd713fa1-e964-4db4-946b-6b351db8a194,56b82a1a-434b-4f33-a1a9-9e2caf4a979d,2024-07-05,200000,ach
35769601-bce8-4b4e-b742-68e68cfb07e1,9addc103-2678-4e8d-ae3f-6aa2a57e5f6a,2024-04-04,200000,ach
d8c4d9b0-8ba0-4b69-b054-689befbdc961,ebaa123a-5868-4c76-bf81-e926340c16dc,2026-01-02,200000,bank_transfer
a078513c-ce10-46f9-8271-9603508237fa,8b1ffaae-e3b2-4860-8cb7-98797de6c657,2024-03-28,200000,check
2109abe0-38a1-4677-bc5c-3308a6fb72fb,eecdaa0e-0baf-4726-97d0-73ca0a069568,2025-09-18,15000,check
c1523146-8e07-4da3-acc6-9583a0ec6064,42cad99c-3f80-4281-8b58-00a1f5f121ba,2025-12-30,15000,check
8cc81831-8b60-4ff2-9610-4d997bbee8fa,6e9fbd88-5015-4fa6-b12c-f896cc1615fa,2025-04-02,15000,bank_transfer
2c759980-1d91-4451-bab6-0eed6b0dd08b,db2d91e5-ec18-4f38-88f1-63479cc89342,2025-09-26,200000,credit_card
8feca79b-c156-491f-afc4-7de4e6ef062a,9380580b-f4aa-4760-9030-fd622bacc224,2024-11-13,50000,ach
b2b0ea9f-ab51-402d-a7f4-ecb565e83bc8,eb31af7d-bfc1-4e53-a62b-2f28b9b5dc49,2024-05-18,500000,check
83ac8e06-39c8-4ff1-8beb-859b319a89cb,f620098a-b0d0-4435-9a2d-86b95388b208,2024-11-26,15000,check
166a5560-abc8-45fc-8235-df92224db432,1ee1ec25-9d68-4298-b5c1-8cd6b8d6005d,2024-08-28,15000,check
debf072e-5270-44b8-b355-0c16f98ef899,a7ff0d65-cd99-43af-a46f-ae291a4bc7fd,2023-11-29,50000,ach
e2aca0a2-d248-4029-9c6a-bea913f724c0,2a418b8d-680a-458c-8fc5-792368169ddf,2026-01-24,15000,bank_transfer
ac63c12c-8ebe-469d-baa0-3fd783bc5021,4fe5b93d-7f6b-42c2-b1c6-129d456df4cd,2026-02-10,15000,bank_transfer
1c6eda17-ce02-494b-8927-5c790184ccbf,1064239c-ff65-427b-bfe3-8ba2cb74615d,2024-06-30,15000,check
a787500e-9fd6-4701-ab7b-e7022010053b,1940430e-a8eb-4b77-8c31-d806635a5b38,2024-11-15,200000,bank_transfer
66142199-2c0a-4d8c-b612-903955f79682,355c1f40-ab21-4b62-ab3d-938ac9062c74,2026-01-22,15000,ach
8bfc149d-bf5a-47f0-abcd-0d409eb39fdb,139279fd-2193-487f-bf8c-70802567672f,2024-12-24,500000,credit_card
572f886a-854d-4281-8f14-a8b7c64e24db,d644b035-99bf-4164-8359-216a8085f006,2025-01-21,15000,bank_transfer
887ad66c-c2a1-4dff-9893-2a571c84c27d,3852dd61-ba03-4ab3-b735-438413e6c213,2025-08-30,15000,wire
2bce9b8f-24d5-409a-9132-206614d96ce9,4d006527-dfa3-4fe3-953e-6be882c28b32,2023-08-04,281096.94,check
630f8693-645d-4b0b-84f1-ffe9bba3e1a3,4d006527-dfa3-4fe3-953e-6be882c28b32,2023-08-10,218903.06,check
34fabdbe-41fb-46b0-8e08-3fad52a14836,74dd3985-3a44-4c2c-a463-d26b73473d2b,2025-04-16,50000,wire
aa7e942a-9609-4aa2-855a-7e97a0ad07aa,a53bfad8-a4a6-4dc1-b93e-d9a54d9c3966,2023-08-21,50000,ach
9e19589c-359d-4324-97eb-6f460f4a88aa,e17d98cd-1fb6-4173-821a-9fa5aa6130dd,2024-03-22,500000,credit_card
285cc89d-e122-432c-a8ba-eb50173c1e06,50c59f27-b296-458e-86c6-407fd6feaf09,2024-07-13,200000,wire
780ce273-7558-4f35-b142-32a9464e15ec,efcb54b2-e39a-4b7f-8265-3f3d0cf1ec93,2023-09-01,15000,wire
4cd11612-f43c-4386-8a34-135b8d869f9c,ee241e49-666c-4e28-b392-37fae1c52fbe,2025-01-29,500000,ach
688c8ccb-eaaa-422d-817a-30988bddc600,391f65b9-eca3-4407-be63-bb0900d3351e,2024-06-05,15000,ach
1ec6126c-7eda-428c-bb33-374fdb56f4a2,1ef4c112-3eff-4b0b-b81e-e77ee7a0b384,2025-03-11,15000,check
d3f95158-8337-4848-98c0-2852feeb62a5,e64fe215-6181-4c5b-9b8a-f430ca2c01b0,2025-01-20,200000,ach
94ed8d24-fafd-42fd-a185-f21c2bf079ff,8480e8e2-6e5a-461c-ae5b-cad72ddb2232,2025-05-18,15000,ach
73276cd9-08f0-4174-a28b-9ec0315ad0d8,b4b59f61-17e3-4555-8eb6-5f0b0b33c2ca,2023-11-02,200000,ach
9160789a-ff90-4c19-ad19-d1240e1f4227,75a712ac-0ff0-427c-8e0d-664718f612d5,2024-08-04,200000,check
6b670213-24b4-4835-9867-7b5375711a9c,4dc9a263-a418-43b8-858e-fb43ecda8642,2023-09-04,15000,credit_card
602264ca-1709-49b1-89f5-21c3987afa20,097d87fb-c36f-4ff2-87a2-a2c0e9bedcb5,2023-12-23,50000,wire
6936677b-44ce-4d71-a19b-c3fcafe524cf,6d30689e-f022-4492-bf26-ce5862ad6639,2024-03-17,15000,bank_transfer
8f1c4c7b-61d4-4d9e-b58e-fa1dc7203c7b,17c945e1-1510-4d78-8438-5cb2922bd302,2023-09-11,15000,ach
0b5ff3d1-f25a-461d-b2e2-924ba49c7b4e,1f03640d-1411-4f00-aef1-0bdf22a6d378,2025-05-12,200000,bank_transfer
20e33b60-b096-4baf-8726-3a5be6cac218,9b8c9e6a-544a-4757-8027-0db3cae0cc39,2023-06-23,50000,ach
0fa9663d-6013-4709-88f4-adf812ad2737,7a159e54-5f56-45c9-b33f-f8e53c40bb7d,2024-07-27,15000,wire
68667729-244c-4e14-9e97-2924c8b0692d,a4dfa204-e6e9-4a0f-b89f-afe5f81467b9,2024-05-04,15000,bank_transfer
4cfb34ef-0cb7-4f9d-a74a-461d2ba83a4e,5649e5a3-e000-42a3-b028-0c14e6e997c3,2026-01-05,103422.74,bank_transfer
90d5a8ca-b578-4bda-a884-99daf0c06296,5649e5a3-e000-42a3-b028-0c14e6e997c3,2026-01-19,96577.26,bank_transfer
