id,invoice_number,customer_id,payment_term,payment_term_net_days,discount_pct,discount_days,issue_date,due_date,actual_payment_date,amount,currency,status,category,is_recurring,notes,created_at,updated_at
0019ca25-3efd-423a-91b2-2d7021edabc7,INV-001905,17ab7d28-d869-4d67-99a5-23a38496673b,Net 45,45,0,,2025-07-16,2025-08-30,2025-08-20,15000,AUD,paid,Professional Services,False,,2025-07-16T00:00:00,2025-08-20T00:00:00
de14528b-8296-40e3-88f1-3e810d243f65,INV-001906,54f01827-acb7-4066-93c3-f485d87f86d2,Net 45,45,0,,2023-05-30,2023-07-14,2023-08-14,200000,USD,paid,Training,False,,2023-05-30T00:00:00,2023-08-14T00:00:00
2055e337-90d0-463c-a8de-5e58ed540bdd,INV-001907,aa197069-c335-4584-b93b-cb36063a8168,Net 30,30,0,,2024-03-29,2024-04-28,2024-05-15,50000,GBP,paid,Professional Services,False,,2024-03-29T00:00:00,2024-05-15T00:00:00
1532953a-0655-4954-bd1c-9543a2170906,INV-001908,17ab7d28-d869-4d67-99a5-23a38496673b,2/10 Net 30,30,2.0,10,2024-03-04,2024-04-03,2024-04-02,15000,USD,paid,Software License,True,,2024-03-04T00:00:00,2024-04-02T00:00:00
0f0ca0e3-f988-4a26-99a9-20e678dcfea0,INV-001909,883c57e8-bfea-487b-a329-337bc7d31191,Net 90,90,0,,2025-05-04,2025-08-02,2025-07-28,50000,JPY,paid,Software License,False,,2025-05-04T00:00:00,2025-07-28T00:00:00
a08b4c5f-fd02-4597-9928-60ca7ee1878e,INV-001910,5de2a077-14db-489d-a0e5-67d5f892552f,Net 15,15,0,,2024-07-11,2024-07-26,2024-07-27,15000,AUD,paid,Subscription,False,,2024-07-11T00:00:00,2024-07-27T00:00:00
9856abf3-ed63-4046-b0b7-80b20c5295a1,INV-001911,dd492e13-047d-4d3f-9c02-e7141317c5a9,2/10 Net 30,30,2.0,10,2024-01-16,2024-02-15,2024-02-05,200000,AUD,paid,Consulting,False,,2024-01-16T00:00:00,2024-02-05T00:00:00
c4fe7f7a-7e79-488f-b8df-fd4df70c7a08,INV-001912,2f58172f-f829-4d3c-a2de-5b46277492d9,Net 15,15,0,,2025-07-21,2025-08-05,2025-08-15,50000,EUR,paid,Maintenance,False,,2025-07-21T00:00:00,2025-08-15T00:00:00
15de8385-67f3-4fb1-a6c6-18c5287b3138,INV-001913,218310a1-2a79-4683-a401-cac1fb485741,Net 30,30,0,,2024-10-31,2024-11-30,2024-11-16,500000,JPY,paid,Software License,True,,2024-10-31T00:00:00,2024-11-16T00:00:00
85d76faa-1137-4021-b71a-eef201a3ce45,INV-001914,943db33b-95b0-44e5-9aaf-f04e51454d87,Net 45,45,0,,2023-06-05,2023-07-20,2023-07-13,15000,USD,paid,Training,False,,2023-06-05T00:00:00,2023-07-13T00:00:00
70ecd808-a9f2-4f6f-b898-695ae5545613,INV-001915,57a2ebfa-92b5-4764-8bf5-af0460ce36c4,Net 15,15,0,,2024-07-23,2024-08-07,2024-08-04,50000,JPY,paid,Subscription,False,,2024-07-23T00:00:00,2024-08-04T00:00:00
62cfcbd1-c314-4fa0-8d61-f1e35634c7e0,INV-001916,ee6b8af2-d367-4089-ae7e-4d8e3e8b5ec3,Net 45,45,0,,2025-11-15,2025-12-30,2025-12-16,50000,USD,paid,Maintenance,False,,2025-11-15T00:00:00,2025-12-16T00:00:00
d52eec76-9783-4d6c-b83b-e81627ca1c32,INV-001917,929985b4-7122-4008-b1f3-524bb5a83f0f,Net 15,15,0,,2024-06-07,2024-06-22,2024-06-22,500000,USD,paid,Hardware,False,,2024-06-07T00:00:00,2024-06-22T00:00:00
5e24c385-547c-4db7-96b7-66ff1d40e59b,INV-001918,e56c9e7d-9170-4c7e-8623-715a563edd73,Net 30,30,0,,2025-12-08,2026-01-07,2026-01-09,50000,USD,paid,Training,False,,2025-12-08T00:00:00,2026-01-09T00:00:00
3778904a-8e77-41a1-bc02-c17645794707,INV-001919,17ab7d28-d869-4d67-99a5-23a38496673b,Net 15,15,0,,2023-11-18,2023-12-03,2024-01-15,15000,EUR,paid,Training,False,,2023-11-18T00:00:00,2024-01-15T00:00:00
a2a6b95f-657e-4885-b1f9-0fddd124c5b0,INV-001920,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 45,45,0,,2023-12-20,2024-02-03,2024-01-27,15000,USD,paid,Hardware,True,,2023-12-20T00:00:00,2024-01-27T00:00:00
97274d4b-a848-4711-be54-c84e7e35185c,INV-001921,7015770e-3b52-4a49-b353-11da9628f5f2,Net 60,60,0,,2024-09-27,2024-11-26,2024-12-13,50000,INR,paid,Custom Development,False,,2024-09-27T00:00:00,2024-12-13T00:00:00
3eecceaf-8705-4d60-95bb-8e034cc9c647,INV-001922,c5e0d695-6a7b-427d-8bdb-2ad477818430,Net 90,90,0,,2025-05-28,2025-08-26,2025-10-10,50000,JPY,paid,Subscription,False,,2025-05-28T00:00:00,2025-10-10T00:00:00
86642cdb-39ef-42f3-bb2f-d6bdbbb6ab39,INV-001923,83d95707-d75d-40db-bbfb-9c1d30a4d7e8,Net 30,30,0,,2023-09-10,2023-10-10,2023-10-14,500000,EUR,paid,Materials,False,,2023-09-10T00:00:00,2023-10-14T00:00:00
de683b2a-6420-4d5c-999f-886042651065,INV-001924,b156e72d-c4c6-4de9-ae3c-1f8b6ec6f122,Net 90,90,0,,2024-10-05,2025-01-03,2024-12-27,500000,USD,paid,Training,False,,2024-10-05T00:00:00,2024-12-27T00:00:00
f6cbbcad-423e-4248-98f3-c29a15a415de,INV-001925,a47e3c89-6978-454d-a9d1-186ebfde5cc1,Net 30,30,0,,2025-08-21,2025-09-20,2025-09-20,15000,CAD,paid,Training,False,,2025-08-21T00:00:00,2025-09-20T00:00:00
a982d0ad-8a70-4694-8c9f-64f7f8dd69a2,INV-001926,81485d73-8d30-4ee1-b654-b6fd23bbb928,Net 45,45,0,,2025-07-30,2025-09-13,2025-10-25,15000,EUR,paid,Shipping,True,,2025-07-30T00:00:00,2025-10-25T00:00:00
dd980864-2dde-4565-b539-599fce6954a9,INV-001927,497b474f-ef38-4a5e-b169-03a08f2be3f3,2/10 Net 30,30,2.0,10,2025-03-19,2025-04-18,2025-04-29,15000,USD,paid,Materials,False,,2025-03-19T00:00:00,2025-04-29T00:00:00
c75c9752-7cbb-4c53-ad0b-13bcb8b05e2b,INV-001928,12097219-e807-4bf7-97de-9a9185afe14b,Net 30,30,0,,2025-10-07,2025-11-06,2025-10-23,15000,CAD,paid,Professional Services,False,,2025-10-07T00:00:00,2025-10-23T00:00:00
ee5e0366-716e-47b1-9996-676efd2fbc60,INV-001929,1bbaeb3d-27da-49c5-af41-f88a142e9bf8,Net 45,45,0,,2024-10-17,2024-12-01,2024-11-26,200000,USD,paid,Software License,False,,2024-10-17T00:00:00,2024-11-26T00:00:00
9595df1f-cc26-45f1-abb9-7f46e3df2037,INV-001930,7015770e-3b52-4a49-b353-11da9628f5f2,Net 15,15,0,,2024-12-20,2025-01-04,2025-01-18,50000,USD,paid,Hardware,False,,2024-12-20T00:00:00,2025-01-18T00:00:00
ea26efe9-51af-4380-8463-463625f4a833,INV-001931,48774abf-d03e-4b2c-975a-3e47d2592503,Net 60,60,0,,2024-12-15,2025-02-13,2025-02-13,200000,INR,paid,Materials,True,,2024-12-15T00:00:00,2025-02-13T00:00:00
e372b487-2740-44ba-aeda-41347d5c63d6,INV-001932,ab46691c-9880-43a9-9949-d66e59ed62c6,Net 15,15,0,,2023-10-23,2023-11-07,2023-11-22,50000,GBP,paid,Hardware,False,,2023-10-23T00:00:00,2023-11-22T00:00:00
e174d759-5b56-416e-bd79-e3a955520ce9,INV-001933,17ab7d28-d869-4d67-99a5-23a38496673b,Net 60,60,0,,2024-02-14,2024-04-14,2024-04-12,15000,USD,paid,Professional Services,False,,2024-02-14T00:00:00,2024-04-12T00:00:00
f8c2301a-e49b-4df1-9b6d-13fde6733fae,INV-001934,61ff9e7c-5caf-4ca5-a86d-067e6a6e6bfc,Net 15,15,0,,2025-08-21,2025-09-05,2025-08-22,500000,USD,paid,Professional Services,True,,2025-08-21T00:00:00,2025-08-22T00:00:00
8f53bf31-8a60-4865-90a7-e6d1e370b648,INV-001935,70e80f07-b4f9-4994-b7b6-1b6ea3269006,Net 15,15,0,,2024-10-06,2024-10-21,2024-10-24,50000,EUR,paid,Hardware,False,,2024-10-06T00:00:00,2024-10-24T00:00:00
63a70bb0-2f9c-4128-9797-a7a507ac265e,INV-001936,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 30,30,0,,2024-05-11,2024-06-10,2024-06-07,15000,USD,paid,Professional Services,True,,2024-05-11T00:00:00,2024-06-07T00:00:00
41ca2bfe-c226-4a74-985d-e4013a54fbbf,INV-001937,6f7c0418-8e18-4cf1-9cf5-f13db522d19c,Net 60,60,0,,2024-11-03,2025-01-02,2025-01-02,50000,AUD,paid,Training,False,,2024-11-03T00:00:00,2025-01-02T00:00:00
45982920-f283-40f6-b1f3-e5114a57a968,INV-001938,30e5a837-1fb6-42b9-a96e-8748ae396215,1/10 Net 45,45,1.0,10,2024-09-15,2024-10-30,2024-11-12,15000,CAD,paid,Professional Services,False,,2024-09-15T00:00:00,2024-11-12T00:00:00
8bca4be7-12c4-42d7-814c-0176e50aa634,INV-001939,8efaed01-9a1a-4da0-9043-3a3cbb4ecbbe,1/10 Net 45,45,1.0,10,2025-07-22,2025-09-05,2025-10-10,15000,EUR,paid,Custom Development,False,,2025-07-22T00:00:00,2025-10-10T00:00:00
e34508e0-e088-48e1-88b9-18d0a3e1192b,INV-001940,17ab7d28-d869-4d67-99a5-23a38496673b,Net 15,15,0,,2025-01-28,2025-02-12,2025-02-20,15000,INR,paid,Software License,False,,2025-01-28T00:00:00,2025-02-20T00:00:00
2f4d58ee-fdb5-4874-9e0e-26319e071baa,INV-001941,a47e3c89-6978-454d-a9d1-186ebfde5cc1,2/10 Net 30,30,2.0,10,2024-09-05,2024-10-05,2024-11-09,15000,CAD,paid,Training,False,,2024-09-05T00:00:00,2024-11-09T00:00:00
9af49b4d-7f64-44e6-a441-ed3d7d3d5026,INV-001942,2aa750b1-7f1b-42a6-bd70-6a4212024f61,2/10 Net 30,30,2.0,10,2024-12-07,2025-01-06,2025-01-07,15000,EUR,paid,Maintenance,False,,2024-12-07T00:00:00,2025-01-07T00:00:00
a52c4c23-7951-468e-80e9-182a85dcfc86,INV-001943,1b583d30-790f-4148-96ab-d842e63dcabc,2/10 Net 30,30,2.0,10,2024-03-24,2024-04-23,2024-04-23,15000,USD,paid,Software License,False,,2024-03-24T00:00:00,2024-04-23T00:00:00
1cdab88e-3f41-4695-a7bd-09f6aed35baa,INV-001944,c11d93fa-a52b-49f7-9e8b-95f2f2629e14,Net 30,30,0,,2023-08-09,2023-09-08,2023-09-09,50000,GBP,paid,Maintenance,False,,2023-08-09T00:00:00,2023-09-09T00:00:00
9446ee00-4624-451d-bc4f-239806d9a61c,INV-001945,bc9d1740-210a-489b-bcfb-5deeef82b9a5,Net 60,60,0,,2025-08-08,2025-10-07,2025-10-07,200000,INR,paid,Maintenance,False,,2025-08-08T00:00:00,2025-10-07T00:00:00
5015a3f3-2b16-4be9-af03-8a17e565571e,INV-001946,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 30,30,0,,2024-11-25,2024-12-25,2024-12-20,15000,INR,paid,Training,False,,2024-11-25T00:00:00,2024-12-20T00:00:00
353f3392-8019-4263-bb09-8de78387dc0d,INV-001947,565f5188-50ec-42b7-8aa4-935c4ffdbada,Net 30,30,0,,2023-10-15,2023-11-14,2023-11-11,200000,AUD,paid,Shipping,False,,2023-10-15T00:00:00,2023-11-11T00:00:00
b96dfd0d-402a-4089-b231-f4b9bff90c3f,INV-001948,f6120997-fb10-4eeb-990b-2503378a66c5,Net 45,45,0,,2023-12-13,2024-01-27,2024-01-13,200000,USD,paid,Custom Development,False,,2023-12-13T00:00:00,2024-01-13T00:00:00
4145f00a-a69f-4155-9c17-5425447885d1,INV-001949,85150274-149d-411d-ad5e-8af2a24ae106,Net 15,15,0,,2024-01-08,2024-01-23,2024-01-26,50000,USD,paid,Subscription,True,,2024-01-08T00:00:00,2024-01-26T00:00:00
994c4f4d-0f00-4aff-83f8-4826adc64d13,INV-001950,ee2800e1-fd96-455b-b9ac-502957e7012e,Net 90,90,0,,2024-07-14,2024-10-12,2024-10-12,500000,USD,paid,Maintenance,False,,2024-07-14T00:00:00,2024-10-12T00:00:00
00e667cb-9000-457e-a879-0903692f90c7,INV-001951,7015770e-3b52-4a49-b353-11da9628f5f2,Net 15,15,0,,2025-03-27,2025-04-11,2025-04-09,50000,GBP,paid,Training,False,,2025-03-27T00:00:00,2025-04-09T00:00:00
f724a4e7-0668-450c-a792-2dcd59312d6a,INV-001952,7015770e-3b52-4a49-b353-11da9628f5f2,2/10 Net 30,30,2.0,10,2025-12-03,2026-01-02,2026-01-03,50000,USD,paid,Software License,False,,2025-12-03T00:00:00,2026-01-03T00:00:00
77764bd4-70ec-4cc6-8254-b9286338af88,INV-001953,85150274-149d-411d-ad5e-8af2a24ae106,Net 15,15,0,,2024-12-26,2025-01-10,2025-01-19,50000,EUR,paid,Hardware,True,,2024-12-26T00:00:00,2025-01-19T00:00:00
6f03592d-0c73-490e-bfbd-00058fb5c4fe,INV-001954,7d9fbc7c-74e4-436d-a8bf-63231ae24659,Net 60,60,0,,2023-11-12,2024-01-11,2024-01-28,50000,USD,paid,Training,False,,2023-11-12T00:00:00,2024-01-28T00:00:00
f4f9b1f6-f675-416d-8323-829f110dbcc8,INV-001955,3a59ddc8-f5cf-42b5-bce4-ae018f4746db,2/10 Net 30,30,2.0,10,2024-01-10,2024-02-09,2024-02-08,200000,JPY,paid,Subscription,True,,2024-01-10T00:00:00,2024-02-08T00:00:00
cee19006-57c5-405a-a64d-9f66c4545d43,INV-001956,47fdac5f-5d7e-45af-9302-5f5821518d82,Net 30,30,0,,2025-05-24,2025-06-23,2025-07-13,200000,USD,paid,Consulting,False,,2025-05-24T00:00:00,2025-07-13T00:00:00
4af57c1b-222a-423a-b266-43037aa1bec2,INV-001957,17ab7d28-d869-4d67-99a5-23a38496673b,1/10 Net 45,45,1.0,10,2025-08-29,2025-10-13,2025-10-15,15000,AUD,paid,Software License,False,,2025-08-29T00:00:00,2025-10-15T00:00:00
070efedd-73e6-4be2-a145-8aee39a5a180,INV-001958,7c4ce17c-267c-4d53-b183-d1bd8ec038c1,1/10 Net 45,45,1.0,10,2026-01-15,2026-03-01,2026-03-01,50000,AUD,paid,Custom Development,False,,2026-01-15T00:00:00,2026-03-01T00:00:00
19fe8f2f-d641-4d38-b99c-1b21935df490,INV-001959,c0f72d3d-76ba-4c1a-9220-d31e21a5d2c1,2/10 Net 30,30,2.0,10,2025-08-28,2025-09-27,2025-09-29,15000,INR,paid,Materials,False,,2025-08-28T00:00:00,2025-09-29T00:00:00
d9a756b1-6928-4f62-bf0e-79e992041b52,INV-001960,4e0980f8-a101-4f44-b17f-d5d847f727c5,Net 90,90,0,,2025-10-12,2026-01-10,2026-01-07,200000,USD,paid,Training,False,,2025-10-12T00:00:00,2026-01-07T00:00:00
d2fbf7f0-fa8c-4f97-b372-c9b81f72a9be,INV-001961,b8711f62-6159-415d-9128-42d69f6995bf,Net 15,15,0,,2024-03-15,2024-03-30,2024-04-03,15000,AUD,paid,Hardware,False,,2024-03-15T00:00:00,2024-04-03T00:00:00
a8ccab88-e677-4153-9c19-314a13ddf464,INV-001962,57a2ebfa-92b5-4764-8bf5-af0460ce36c4,Net 30,30,0,,2026-02-24,2026-03-26,2026-03-26,50000,USD,paid,Subscription,False,,2026-02-24T00:00:00,2026-03-26T00:00:00
d6211614-857c-48e4-a211-606bb11deb07,INV-001963,21a7d7c4-5829-47f4-81ce-ca5081473a2b,Net 60,60,0,,2026-01-13,2026-03-14,2026-03-27,200000,EUR,paid,Maintenance,False,,2026-01-13T00:00:00,2026-03-27T00:00:00
45a42c67-2669-487f-abc9-848672df035a,INV-001964,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 15,15,0,,2024-02-11,2024-02-26,2024-02-19,15000,CAD,paid,Materials,True,,2024-02-11T00:00:00,2024-02-19T00:00:00
fb074c5d-d0c7-4605-b2fa-d94d1ce85e28,INV-001965,5de2a077-14db-489d-a0e5-67d5f892552f,Net 60,60,0,,2025-09-23,2025-11-22,2025-12-01,15000,JPY,paid,Custom Development,True,,2025-09-23T00:00:00,2025-12-01T00:00:00
7f303ca9-385b-427a-b043-da137e7fbdb6,INV-001966,22613183-7509-44f4-a964-89ac423677ba,Net 90,90,0,,2024-06-28,2024-09-26,2024-09-25,15000,GBP,paid,Shipping,False,,2024-06-28T00:00:00,2024-09-25T00:00:00
c0703936-d7d7-4c1b-a8a4-a26121ae53e7,INV-001967,e16bce9e-bb17-4993-9d32-bc706e21a812,Net 15,15,0,,2024-10-29,2024-11-13,2024-12-02,200000,EUR,paid,Consulting,True,,2024-10-29T00:00:00,2024-12-02T00:00:00
11992e83-499a-4cb6-9c16-7b7091f2cfe5,INV-001968,f27a3580-c99d-48bb-b23f-93a7eb0080ce,2/10 Net 30,30,2.0,10,2025-06-16,2025-07-16,2025-07-09,50000,EUR,paid,Materials,False,,2025-06-16T00:00:00,2025-07-09T00:00:00
653f7c5e-c089-4520-97af-b80954270491,INV-001969,eca87c5d-9792-405f-9642-390f4e42a039,Net 45,45,0,,2024-05-16,2024-06-30,2024-06-25,200000,GBP,paid,Professional Services,False,,2024-05-16T00:00:00,2024-06-25T00:00:00
a5c179de-1fb5-495e-9b87-6f95190d2075,INV-001970,9136544c-0a96-42d6-a4a8-84f0e8c70c3a,Net 60,60,0,,2023-05-24,2023-07-23,2023-07-24,200000,AUD,paid,Maintenance,False,,2023-05-24T00:00:00,2023-07-24T00:00:00
690dfb5d-c965-4663-b6e8-9386b538d59c,INV-001971,9b2d815e-054c-4e8b-be6d-f31ae906e5dc,Net 90,90,0,,2023-12-19,2024-03-18,2024-03-19,15000,EUR,paid,Consulting,True,,2023-12-19T00:00:00,2024-03-19T00:00:00
6fe1ca7f-18cb-47e8-ac9e-ecc3509c2245,INV-001972,7015770e-3b52-4a49-b353-11da9628f5f2,Net 15,15,0,,2025-02-21,2025-03-08,2025-05-27,50000,USD,paid,Shipping,False,,2025-02-21T00:00:00,2025-05-27T00:00:00
5c990427-3216-4cc8-9572-57c6077b7375,INV-001973,2aa750b1-7f1b-42a6-bd70-6a4212024f61,Net 30,30,0,,2024-05-28,2024-06-27,2024-06-26,15000,USD,paid,Professional Services,False,,2024-05-28T00:00:00,2024-06-26T00:00:00
5ccd5a1a-7fa6-4c30-ae4e-a4ac96db7d5e,INV-001974,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 30,30,0,,2024-11-25,2024-12-25,2024-12-25,15000,USD,paid,Custom Development,False,,2024-11-25T00:00:00,2024-12-25T00:00:00
fbad2f4d-f3f3-41b0-b5f4-6245ca650ac1,INV-001975,e16bce9e-bb17-4993-9d32-bc706e21a812,Net 45,45,0,,2025-02-25,2025-04-11,2025-04-04,200000,INR,paid,Consulting,False,,2025-02-25T00:00:00,2025-04-04T00:00:00
8ecc1972-47b8-4487-8c42-e8d3d2268e81,INV-001976,baee066b-ad18-41eb-bfdc-d2e13a306e2a,Net 90,90,0,,2025-10-17,2026-01-15,2026-02-06,500000,EUR,paid,Shipping,False,,2025-10-17T00:00:00,2026-02-06T00:00:00
041df451-8fa4-427d-a0d1-8e0a42b4be0b,INV-001977,5e097e59-d9b2-4404-b73b-1eb2b3e8e904,Net 60,60,0,,2025-12-04,2026-02-02,2026-03-08,15000,USD,paid,Custom Development,False,,2025-12-04T00:00:00,2026-03-08T00:00:00
2342f673-7e28-4e61-a79b-ee72dfb158fd,INV-001978,7b786c34-5d9a-4239-a1dc-2749431408e7,1/10 Net 45,45,1.0,10,2025-05-05,2025-06-19,2025-06-16,500000,EUR,paid,Professional Services,True,,2025-05-05T00:00:00,2025-06-16T00:00:00
fbd8f62a-1609-42f1-8d40-f5f94c627e75,INV-001979,5de2a077-14db-489d-a0e5-67d5f892552f,Net 30,30,0,,2025-05-17,2025-06-16,2025-06-06,15000,EUR,paid,Hardware,False,,2025-05-17T00:00:00,2025-06-06T00:00:00
555d85c9-2bef-4232-bdb0-27eba3ede28b,INV-001980,7edaf6cd-32a6-4892-a9ed-18f552623069,Net 15,15,0,,2025-05-23,2025-06-07,2025-06-02,500000,INR,paid,Custom Development,True,,2025-05-23T00:00:00,2025-06-02T00:00:00
21bee4be-f4ab-42c5-a95e-85d466a250c5,INV-001981,e957ed37-0aba-45b4-a2ce-42fde91d0b2d,Net 45,45,0,,2025-08-02,2025-09-16,2025-09-17,15000,AUD,paid,Training,False,,2025-08-02T00:00:00,2025-09-17T00:00:00
0a3f88cf-a5fd-4c7a-81a3-d77b0ef5d23c,INV-001982,c9a040f2-f2ee-4eaf-903d-d2af18fb2dd2,Net 30,30,0,,2024-09-25,2024-10-25,2024-10-29,50000,AUD,paid,Training,False,,2024-09-25T00:00:00,2024-10-29T00:00:00
32ac4883-8175-4084-b1c8-b63e1d24f90d,INV-001983,7015770e-3b52-4a49-b353-11da9628f5f2,Net 15,15,0,,2026-02-26,2026-03-13,2026-03-20,50000,GBP,paid,Hardware,False,,2026-02-26T00:00:00,2026-03-20T00:00:00
4c903ab9-1c46-4f08-a966-d6dceddbe352,INV-001984,dd492e13-047d-4d3f-9c02-e7141317c5a9,Net 15,15,0,,2024-09-21,2024-10-06,,200000,AUD,cancelled,Professional Services,True,,2024-09-21T00:00:00,2024-09-21T00:00:00
4c82cd11-df4c-4eff-b8c6-97d96694aa69,INV-001985,7015770e-3b52-4a49-b353-11da9628f5f2,Net 30,30,0,,2024-02-11,2024-03-12,2024-03-29,50000,CAD,paid,Maintenance,True,,2024-02-11T00:00:00,2024-03-29T00:00:00
96e2e719-d6bb-414e-b66b-126de2584cd0,INV-001986,238a4808-aa41-4fd4-9318-baea10f0f471,2/10 Net 30,30,2.0,10,2024-02-27,2024-03-28,2024-03-27,15000,USD,paid,Consulting,False,,2024-02-27T00:00:00,2024-03-27T00:00:00
f0bc35d5-4cd4-4cef-91d2-29f52315f1aa,INV-001987,aed85491-2d4b-4064-a114-c2bc42ee1037,2/10 Net 30,30,2.0,10,2023-09-07,2023-10-07,2023-10-14,15000,USD,paid,Hardware,True,,2023-09-07T00:00:00,2023-10-14T00:00:00
4763be11-8d93-4fd4-a687-134d288ca2c7,INV-001988,7e27e26b-1585-44de-bb8d-09609ee06526,Net 45,45,0,,2025-06-29,2025-08-13,2025-08-18,200000,AUD,paid,Hardware,True,,2025-06-29T00:00:00,2025-08-18T00:00:00
6fddb2fb-e493-49c1-84a5-aa1e7c0bdd6a,INV-001989,53fda603-a63a-4e83-9067-7843cd385e56,Net 30,30,0,,2024-01-24,2024-02-23,2024-04-02,500000,EUR,paid,Custom Development,False,,2024-01-24T00:00:00,2024-04-02T00:00:00
6df72863-00e0-4cbe-b43c-c60cd213c4db,INV-001990,7edaf6cd-32a6-4892-a9ed-18f552623069,Net 30,30,0,,2024-10-29,2024-11-28,2024-11-25,500000,JPY,paid,Training,False,,2024-10-29T00:00:00,2024-11-25T00:00:00
147201e2-f90f-4b96-907f-3b6669d99ee6,INV-001991,4c4b7458-b287-43b7-8e76-d0cc3b9d0ccb,Net 30,30,0,,2024-10-31,2024-11-30,2024-11-30,50000,EUR,paid,Maintenance,False,,2024-10-31T00:00:00,2024-11-30T00:00:00
58cc2531-4775-40cc-bd67-ca0a7d2f1ac7,INV-001992,3a59ddc8-f5cf-42b5-bce4-ae018f4746db,Net 45,45,0,,2025-05-08,2025-06-22,2025-09-06,200000,USD,paid,Software License,False,,2025-05-08T00:00:00,2025-09-06T00:00:00
1f1231a2-b89a-4022-9862-6539159f5479,INV-001993,4ed16017-63a3-4b38-b46a-78c0488578d9,1/10 Net 45,45,1.0,10,2024-07-04,2024-08-18,2024-08-17,15000,CAD,paid,Maintenance,False,,2024-07-04T00:00:00,2024-08-17T00:00:00
306c8740-f0b7-46db-a5b0-656fdaf5af87,INV-001994,4494f222-ee8b-4ee1-8338-daed8cbd4c81,Net 30,30,0,,2023-08-01,2023-08-31,2023-08-31,50000,EUR,paid,Subscription,False,,2023-08-01T00:00:00,2023-08-31T00:00:00
647d42a5-63cc-473e-a60c-c27665ab6ed1,INV-001995,17ab7d28-d869-4d67-99a5-23a38496673b,Net 15,15,0,,2025-05-15,2025-05-30,2025-05-16,15000,EUR,paid,Materials,False,,2025-05-15T00:00:00,2025-05-16T00:00:00
5f9a7423-d22a-4373-bfaa-968d2343461a,INV-001996,7015770e-3b52-4a49-b353-11da9628f5f2,Net 30,30,0,,2026-01-10,2026-02-09,2026-02-25,50000,EUR,paid,Hardware,False,,2026-01-10T00:00:00,2026-02-25T00:00:00
829ec158-858c-41a3-9abe-a99a2f238452,INV-001997,8efaed01-9a1a-4da0-9043-3a3cbb4ecbbe,Net 30,30,0,,2023-10-21,2023-11-20,2023-11-19,15000,JPY,paid,Professional Services,False,,2023-10-21T00:00:00,2023-11-19T00:00:00
f85716cc-58df-4e7f-b090-ed7f9024a00c,INV-001998,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 15,15,0,,2025-02-16,2025-03-03,2025-03-13,15000,CAD,paid,Software License,True,,2025-02-16T00:00:00,2025-03-13T00:00:00
69377552-6822-42f1-bead-50aa57fc6c65,INV-001999,1bbaeb3d-27da-49c5-af41-f88a142e9bf8,Net 90,90,0,,2025-03-18,2025-06-16,2025-06-13,200000,AUD,paid,Custom Development,False,,2025-03-18T00:00:00,2025-06-13T00:00:00
d8a1d8a5-ab47-404c-ac68-3eaf2cb51973,INV-002000,17ab7d28-d869-4d67-99a5-23a38496673b,Net 30,30,0,,2024-07-27,2024-08-26,2024-08-30,15000,AUD,paid,Maintenance,False,,2024-07-27T00:00:00,2024-08-30T00:00:00
0fb05434-fdb0-44be-918d-a0dde3fe4df9,INV-002001,1bbaeb3d-27da-49c5-af41-f88a142e9bf8,Net 30,30,0,,2024-12-14,2025-01-13,2025-01-12,200000,INR,paid,Professional Services,False,,2024-12-14T00:00:00,2025-01-12T00:00:00
6072d364-4f55-447d-948f-8c0065a764e3,INV-002002,c0f72d3d-76ba-4c1a-9220-d31e21a5d2c1,Net 15,15,0,,2024-03-19,2024-04-03,2024-04-16,15000,USD,paid,Training,True,,2024-03-19T00:00:00,2024-04-16T00:00:00
4ca62b41-da9f-40f6-b51a-d251cd457718,INV-002003,43f1eaf1-9e20-4e0b-9b22-ff81a011d90d,Net 30,30,0,,2025-10-10,2025-11-09,2025-11-04,50000,USD,paid,Materials,False,,2025-10-10T00:00:00,2025-11-04T00:00:00
dc4c8023-c1af-438a-b47a-613727919ff1,INV-002004,aed85491-2d4b-4064-a114-c2bc42ee1037,Net 30,30,0,,2023-06-17,2023-07-17,2023-07-16,15000,CAD,paid,Professional Services,False,,2023-06-17T00:00:00,2023-07-16T00:00:00
76efbec4-ab58-4e27-9c2e-6d2cf3fdd24c,INV-002005,17ab7d28-d869-4d67-99a5-23a38496673b,1/10 Net 45,45,1.0,10,2025-05-18,2025-07-02,2025-06-22,15000,JPY,paid,Professional Services,True,,2025-05-18T00:00:00,2025-06-22T00:00:00
5b41ac12-d1f6-496f-b565-675e76a82205,INV-002006,bc9d1740-210a-489b-bcfb-5deeef82b9a5,Net 60,60,0,,2026-02-05,2026-04-06,2026-04-05,200000,USD,paid,Training,False,,2026-02-05T00:00:00,2026-04-05T00:00:00
